0000,50,0,100,10,0,307,0,0,
0001,25,7,200,5,0,202,0,0,
0002,45,12,50,20,0,282,0,0,
0003,34,19,50,20,0,291,0,0,
0004,19,25,200,5,0,228,0,0,
0005,6,32,100,10,0,56,0,0,
0006,4,38,200,5,0,60,0,0,
0007,47,44,50,20,0,309,0,0,
0008,30,49,50,20,0,249,0,0,
0009,26,54,150,7,0,260,0,0,
